tic_id,pl_name,hostname,pl_orbper,pl_trandur,pl_trandep,pl_tranmid,pl_rade,st_rad,ra,dec,sy_dist,sy_tmag
"TIC 165987272","KELT-6 b","KELT-6",7.84570000000,5.8300000,0.60000000,2457218.65874000,14.57170000,1.730000,195.9818362,30.6401450,240.72600000,9.8469000
"TIC 99224131","HAT-P-49 b","HAT-P-49",2.69155000000,4.1088000,0.63000000,2458684.75534000,17.82231000,2.060000,305.4413294,26.6926759,350.35100000,9.9322500
"TIC 85593751","WASP-11 b","WASP-11",3.72247000000,2.5560000,1.60000000,2456933.61531600,12.44199000,0.890000,47.3689472,30.6733817,124.73000000,10.9332000
"TIC 8767448","WASP-13 b","WASP-13",4.35301000000,4.0030000,0.84000000,2458883.80332000,13.67498000,1.370000,140.1029654,33.8823291,227.53700000,9.9811100
"TIC 144065872","WASP-95 b","WASP-95",2.18467000000,2.7840000,1.00000000,2458326.50580300,13.78707000,1.230000,337.4578243,-48.0030988,137.54400000,9.4995000
"TIC 230982885","WASP-97 b","WASP-97",2.07276000000,2.5824000,1.20000000,2458355.49042400,12.77826000,1.080000,24.6051389,-55.7720006,151.06800000,9.9696000
"TIC 347430350","WASP-14 b","WASP-14",2.24375000000,2.5740000,1.00000000,2455643.79792000,15.46842000,1.400000,218.2766247,21.8946875,161.99700000,9.3242300
"TIC 47911178","WASP-101 b","WASP-101",3.58572000000,2.7072065,1.30000000,2458387.83252200,16.02887000,1.310000,98.3511016,-23.4860860,201.22400000,9.7905900
"TIC 257567854","WASP-22 b","WASP-22",3.53269000000,3.4802400,1.00000000,2456850.43601000,13.78707000,1.240000,52.8180374,-23.8197924,317.65200000,11.1850000
"TIC 452808876","WASP-82 b","WASP-82",2.70579000000,4.9920000,0.63000000,2458217.09214000,18.15858000,2.100000,72.6605916,1.8938365,275.66400000,9.5389610
"TIC 183537452","WASP-29 b","WASP-29",3.92273000000,2.6486400,1.00000000,2457866.07613000,8.63093000,0.790000,357.8791976,-39.9071215,87.59530000,10.2499000
"TIC 32487566","WASP-26 b","WASP-26",2.75660000000,2.3808565,1.00000000,2456548.80037000,13.56289000,1.220000,4.6030424,-15.2674044,252.75900000,10.5853000
"TIC 12770870","K2-169 b","K2-169",6.38080300000,3.0960000,0.01604000,2456982.00971000,1.27328671,0.919053,337.0442461,-14.5993376,235.86700000,11.5022000
"TIC 252479260","HAT-P-22 b","HAT-P-22",3.21222000000,2.6530000,1.10000000,2458261.30598000,12.89035000,1.110000,155.6814593,50.1287115,81.76470000,9.0070000
"TIC 440777904","HAT-P-24 b","HAT-P-24",3.35524000000,3.6940000,0.94000000,2458491.69571700,14.57170000,1.380000,108.8251171,14.2626064,415.34400000,11.3072000
"TIC 318696424","WASP-38 b","WASP-38",6.87188000000,4.8070000,0.69000000,2459005.51241000,13.78707000,1.520000,243.9597194,10.0324103,136.24000000,8.8362100
"TIC 188509935","K2-170 b","K2-170",7.57654400000,3.4320000,0.01970000,2456986.18553000,1.41817537,0.981614,335.4506923,-14.5933554,392.87200000,12.0676000
"TIC 206241306","K2-171 b","K2-171",5.62846600000,8.2080000,0.02190000,2456979.46712000,2.68657205,1.717458,332.3407712,-13.4288624,606.12800000,11.8767000
"TIC 250707118","HAT-P-29 b","HAT-P-29",5.72319000000,3.8928000,0.86000000,2456210.61536000,13.11453000,1.300000,33.1310921,51.7787754,313.57600000,11.2791000
"TIC 398943781","WASP-41 b","WASP-41",3.05240000000,2.6376000,1.90000000,2457077.22944100,12.32990000,0.830000,190.6188034,-30.6398176,163.37100000,10.7875000
"TIC 284475976","WASP-48 b","WASP-48",2.14363000000,3.1539349,0.96000000,2456176.98991000,16.81350000,1.580000,291.1623865,55.4730273,454.14400000,11.1541000
"TIC 76419763","HAT-P-5 b","HAT-P-5",2.78849000000,2.9462464,1.20000000,2455432.45510000,13.56289000,1.120000,274.4055335,36.6214617,303.33600000,11.3998000
"TIC 176899385","HAT-P-6 b","HAT-P-6",3.85298000000,3.5064000,0.87000000,2456100.88331000,16.58932000,1.620000,354.7740917,42.4659866,275.35800000,9.9957710
"TIC 236312126","XO-1 b","XO-1",3.94153000000,2.9712000,1.80000000,2455385.51978000,12.77826000,0.880000,240.5492745,28.1696248,163.55300000,10.5484000
"TIC 51234631","XO-4 b","XO-4",4.12508000000,4.4540000,0.78000000,2456878.47303000,14.01125000,1.450000,110.3880285,58.2681094,272.65500000,10.1653000
"TIC 335102224","K2-191 b","K2-191",2.85864600000,2.2320000,0.03080000,2457219.55703000,1.57889322,0.839696,201.6391407,-12.8066737,287.18800000,12.4159000
"TIC 115072772","K2-200 b","K2-200",2.84988300000,1.3416000,0.02730000,2457218.56088000,1.36439870,0.791736,202.2512060,-4.6100532,184.13100000,11.6759000
"TIC 97735908","KELT-2 A b","KELT-2 A",4.11379000000,5.1720000,0.52000000,2459467.19898900,15.13215000,1.930000,92.6640226,30.9571333,134.05800000,8.2239800
"TIC 242993844","K2-173 b","K2-173",5.86869900000,2.8250000,0.02000000,2457067.14113000,1.60826194,0.843154,60.3752402,15.6251296,228.64100000,11.6182000
"TIC 199671901","HAT-P-40 b","HAT-P-40",4.45724000000,6.1368000,0.65000000,2456651.13368000,17.03768000,1.940000,335.5129199,45.4573423,464.46900000,10.9726000
"TIC 306362738","WASP-49 b","WASP-49",2.78174000000,2.1400000,1.40000000,2457377.59693400,12.44199000,0.970000,91.0897193,-16.9653901,194.55300000,10.8164000
"TIC 53735810","WASP-66 b","WASP-66",4.08605000000,4.5024000,0.67000000,2457477.71072000,15.69260000,1.760000,158.2250301,-34.9899074,500.25800000,11.2480000
"TIC 68952448","WASP-67 b","WASP-67",4.61442000000,1.8960000,1.80000000,2456618.05370000,12.89035000,0.880000,295.7438485,-19.9497314,189.46900000,11.3550000
"TIC 179032688","K2-197 b","K2-197",8.35788100000,3.4704000,0.05500000,2457218.18248000,2.56000000,0.930000,202.3934779,-7.3739779,247.63700000,11.5275000
"TIC 432247315","K2-240 b","K2-240",6.03400000000,2.1528000,0.13100000,2457996.82500000,2.00000000,0.540000,227.8493710,-17.8754464,72.91050000,11.6392000
"TIC 37718056","WASP-158 b","WASP-158",3.65633300000,3.5760000,0.63000000,2457619.91950000,11.99363000,1.390000,4.1463468,-10.9764226,524.99300000,11.7083000
"TIC 404243877","K2-238 b","K2-238",3.20466000000,3.3310000,0.74480000,2457740.50360000,14.57170000,1.590000,347.7043164,-7.8575592,537.96300000,13.1749000
"TIC 308098254","WASP-162 b","WASP-162",9.62468000000,4.2576000,0.87000000,2457701.38160000,11.20900000,1.110000,168.2929079,-17.6577794,310.84100000,11.5688000
"TIC 232038798","WASP-168 b","WASP-168",4.15365800000,1.9128000,1.19000000,2457424.52780000,16.81350000,1.120000,96.7446427,-46.8213635,303.94100000,11.3187000
"TIC 374180079","K2-266 b","K2-266",0.65852400000,0.3333600,0.18000000,2457949.67470000,3.30000000,0.703000,157.9356855,0.9372782,77.55860000,10.6269000
"TIC 374180079","K2-266 c","K2-266",7.81400000000,2.2560000,0.00850000,2457946.65100000,0.70500000,0.703000,157.9356855,0.9372782,77.55860000,10.6269000
"TIC 77031414","WASP-173 A b","WASP-173 A",1.38665318000,2.2968000,1.23000000,2457288.85850000,13.45080000,1.110000,354.1686959,-34.6113042,232.98000000,10.9571000
"TIC 114749636","WASP-147 b","WASP-147",4.60273000000,4.3944000,0.64000000,2456562.59500000,12.49803500,1.429000,359.1915117,-22.1532316,436.09800000,11.7607000
"TIC 32949762","WASP-160 B b","WASP-160 B",3.76849520000,2.8442400,1.66300000,2457383.65494000,12.21781000,0.868000,87.6795610,-27.6233218,288.32600000,12.3352000
"TIC 377171980","K2-166 b","K2-166",8.52695000000,3.7000000,0.01600000,2457586.76350000,2.19000000,1.610000,185.1880932,2.2823788,476.88200000,11.5490000
"TIC 119262291","HATS-36 b","HATS-36",4.17518600000,3.3792000,1.37910000,2457314.46310000,12.92000000,1.100000,291.4787013,-23.2028183,856.43600000,13.7805000
"TIC 228381868","WASP-165 b","WASP-165",3.46550900000,4.1760000,0.54400000,2457649.71142000,14.12334000,1.750000,357.5806472,-17.0775947,602.23600000,12.0719000
"TIC 98751904","K2-228 b","K2-228",2.69828000000,1.5000000,0.02587000,2457583.19430000,1.21000000,0.650000,187.2947047,-6.8342028,129.46000000,11.9808000
"TIC 266017624","K2-283 b","K2-283",1.92103600000,1.7496000,0.19670000,2457394.90901000,3.52000000,0.820000,13.1943679,9.6929181,402.91500000,13.4901000
"TIC 376936928","K2-151 b","K2-151",3.83547600000,1.5408000,0.09830000,2457395.23735000,1.49000000,0.450000,19.3047733,9.5012663,69.47980000,12.2448000
"TIC 418761354","K2-216 b","K2-216",2.17480000000,1.8400000,0.05600000,2457394.04170000,1.75000000,0.720000,11.4802354,6.3470302,115.46100000,11.3750000
"TIC 288527728","K2-230 b","K2-230",2.86041000000,2.6000000,0.02000000,2457582.59180000,1.96000000,1.390000,191.3631170,-6.5760510,540.77300000,12.1641000
"TIC 175236511","K2-188 b","K2-188",1.74216900000,,,2457140.47617000,1.35000000,1.190000,129.8137008,23.3574367,446.82100000,12.0789000
"TIC 397056271","K2-153 b","K2-153",7.51574000000,2.3000000,0.12900000,2457588.42700000,2.00000000,0.530000,183.8088709,2.0208765,143.12500000,13.2766000
"TIC 11439959","HATS-11 b","HATS-11",3.61918800000,4.3684800,1.37340000,2457313.27367000,18.03000000,1.540000,289.4007603,-22.3900092,944.60300000,13.3735000
"TIC 458686847","K2-117 c","K2-117",5.44401700000,2.1096000,0.16860000,2457143.56630000,2.06000000,0.510000,133.8557342,10.4692176,101.63200000,12.7482000
"TIC 5882269","K2-284 b","K2-284",4.79506900000,2.1470000,0.22800000,2457859.11316000,2.78000000,0.607000,79.1407971,20.2549034,107.27200000,12.0394000
"TIC 458686847","K2-117 b","K2-117",1.29160000000,1.1520000,0.18170000,2457142.77452000,2.03000000,0.510000,133.8557342,10.4692176,101.63200000,12.7482000
"TIC 293375721","K2-270 c","K2-270",4.40002800000,1.5600000,0.16820000,2457142.97510000,2.95000000,0.770000,131.2665588,13.5497322,280.51800000,12.8344000
"TIC 437261733","HATS-59 b","HATS-59",5.41608100000,3.5928000,1.43100000,2456620.66527000,12.62133400,1.036000,170.3243250,-22.3881770,642.88400000,13.2958000
"TIC 268644785","KELT-15 b","KELT-15",3.32944000000,4.0123108,1.00000000,2458973.57814000,19.50366000,1.780000,117.4149764,-52.1204471,324.68300000,10.6815000
"TIC 110999033","K2-247 b","K2-247",2.25021000000,1.2000000,0.10000000,2457582.97700000,2.12000000,0.690000,188.8935189,-10.0692793,258.11300000,13.5498000
"TIC 250977648","K2-39 b","K2-39",4.60543000000,8.1840000,0.03700000,2456985.42680000,6.27704000,2.970000,338.3682095,-9.0229405,307.47000000,9.9735000
"TIC 176869982","K2-248 b","K2-248",7.17256000000,2.8000000,0.07000000,2457588.10420000,2.57000000,0.920000,182.8173343,-9.4141696,406.25400000,12.7652000
"TIC 281541555","HATS-46 b","HATS-46",4.74237290000,2.4336000,1.26508110,2457376.68539000,10.12172700,0.853000,6.7026401,-56.3161021,453.80800000,13.0417000
"TIC 220029715","HATS-7 b","HATS-7",3.18531500000,2.2992000,0.49173379,2456528.29697000,6.31066700,0.815000,208.8567465,-21.2078587,240.70700000,12.4284000
"TIC 175236511","K2-188 c","K2-188",7.81025300000,3.5808000,0.04800000,2457144.85447000,2.83000000,1.190000,129.8137008,23.3574367,446.82100000,12.0789000
"TIC 124778445","NGTS-3 A b","NGTS-3 A",1.67537280000,2.3000000,2.68000000,2457620.16790000,16.58932000,0.930000,94.4447595,-35.7063640,743.97200000,13.9819000
"TIC 147683165","K2-254 b","K2-254",4.09639000000,1.6000000,0.05200000,2457582.97570000,1.63000000,0.670000,185.5507926,-4.7172908,227.77500000,13.0180000
"TIC 187273811","K2-192 b","K2-192",4.16281700000,1.6176000,0.03180000,2457220.44400000,1.52000000,0.810000,206.5823122,-11.5563527,221.75300000,11.8980000
"TIC 374339566","K2-239 c","K2-239",7.77500000000,1.2480000,0.05800000,2457916.86000000,1.00000000,0.360000,160.5941265,4.4413751,31.08490000,12.2352000
"TIC 467971286","HATS-69 b","HATS-69",2.22525770000,2.3577600,1.31445901,2457755.39390000,10.59250500,0.878500,289.2974275,-60.8917599,414.53700000,13.1910000
"TIC 143143769","NGTS-4 b","NGTS-4",1.33735080000,1.8000000,0.12266761,2457607.99750000,3.18000000,0.840000,89.5988945,-30.8117992,280.55500000,12.3686000
"TIC 610976842","K2-295 b","K2-295",4.02486700000,2.4984000,2.18780000,2457395.41404980,10.05447300,0.700000,19.6101417,6.8167277,232.80100000,12.8130000
"TIC 150096001","K2-133 c","K2-133",4.86784000000,1.6200000,0.09800000,2457823.76860000,1.60300000,0.455000,70.1493775,25.0098135,75.17030000,12.3252000
"TIC 35022727","HAT-P-25 b","HAT-P-25",3.65281514000,2.8130400,0.01610000,2457759.39314000,12.72221500,0.919000,48.4354731,25.1973548,300.38400000,12.2192000
"TIC 301610040","EPIC 201497682 b","EPIC 201497682",2.13174000000,,,2456850.02630000,0.69200000,0.554000,168.9366786,0.4880606,253.02600000,13.0708000
"TIC 278348461","HAT-P-34 b","HAT-P-34",5.45265400000,3.1752000,0.77500000,2455431.59706000,13.41717300,1.530000,303.1954355,18.1047776,249.32500000,9.8746300
"TIC 281886199","EPIC 201754305 d","K2-16",2.71578000000,,,2456850.49630000,1.03000000,0.544000,175.0972238,4.5574311,334.96700000,13.6771000
"TIC 363444743","EPIC 201833600 c","K2-50",3.96151000000,2.1600000,0.04850000,2456852.65520000,1.00000000,0.634000,169.4836540,5.9882890,257.44300000,13.5014000
"TIC 373693175","HAT-P-36 b","HAT-P-36",1.32734683000,2.2320000,1.88500000,2457885.38399400,14.31389300,1.041000,188.2662048,44.9153672,294.41900000,11.6281000
"TIC 29857954","TOI-172 b","TOI-172",9.47725000000,4.7136000,0.31200000,2458345.87340000,10.81668500,1.777000,316.6318791,-26.6928654,342.83100000,10.7379000
"TIC 75266189","EPIC 206024342 b","EPIC 206024342",4.50756000000,2.1840000,0.02670000,2456899.13240000,1.70000000,0.823000,331.2771441,-14.1218019,369.88800000,12.5160000
"TIC 371234684","HAT-P-9 b","HAT-P-9",3.92281072000,3.3600000,1.14400000,2455484.91308800,15.61413700,1.338000,110.1685157,37.1405946,455.20300000,11.7946000
"TIC 380589029","HATS-24 b","HATS-24",1.34849780000,2.4074261,1.84637637,2457948.70932100,15.63655500,1.120000,268.8907069,-61.7474000,494.18200000,12.2851000
"TIC 49709169","K2-294 b","K2-294",2.50387000000,2.6000000,,2457740.00930000,1.66000000,1.200000,352.0516724,-7.6037856,373.07800000,11.9050000
"TIC 250956593","EPIC 206317286 b","EPIC 206317286",1.58252000000,1.7520000,0.03000000,2457011.33270000,0.96000000,0.669000,337.6178427,-7.9724560,314.35000000,13.1461000
"TIC 129979528","WASP-33 b","WASP-33",1.21987000000,2.8536000,1.21601096,2459883.19878800,17.85593700,1.444000,36.7127375,37.5504441,121.94400000,7.8761100
"TIC 439842788","WASP-177 b","WASP-177",3.07172200000,1.6128000,1.85000000,2457994.37140000,17.71022000,0.885000,334.7969885,-1.8344301,176.81800000,11.4825000
"TIC 293457754","WASP-181 b","WASP-181",4.51950640000,3.0648000,1.59000000,2457747.66681000,13.27145600,0.965000,26.7932253,3.1329325,437.49500000,12.3553000
"TIC 120960812","Kepler-25 b","Kepler-25",6.23829700000,3.5439300,0.04028000,2455703.42004000,2.74800000,1.316000,286.6383905,39.4879038,243.24900000,10.2768000
"TIC 50712784","WASP-161 b","WASP-161",5.40604250000,5.1288000,0.45092000,2457416.52890000,12.81188700,1.712000,126.3378248,-11.5009889,343.08000000,10.5579000
"TIC 145368316","WASP-163 b","WASP-163",1.60968840000,2.2320000,1.41700000,2457918.46200000,13.47321800,1.015000,256.5375549,-10.4130071,261.38600000,11.6123000
"TIC 279741379","HD 21749 c","GJ 143",7.78993000000,2.5150000,0.01690703,2458371.22870000,0.89200000,0.695000,51.7501882,-63.5001660,16.32000000,6.9934000
"TIC 149918151","Qatar-9 b","Qatar-9",1.54073100000,1.8672000,2.73100000,2458227.75643000,11.30988100,0.696000,160.7480950,60.9641194,213.77100000,12.9178000
"TIC 368739874","NGTS-5 b","NGTS-5",3.35698660000,2.2100000,2.62400000,2457740.35262000,12.73342400,0.739000,221.0582692,5.6053735,306.77900000,12.9463000
"TIC 145750719","HATS-60 b","HATS-60",3.56082900000,3.8592000,0.48900000,2458015.72358000,12.92397700,1.460000,341.3640336,-14.9917747,486.47400000,12.0213000
"TIC 336732544","HATS-62 b","HATS-62",3.27688370000,2.7652800,1.55661441,2455808.05158000,11.82549500,0.933000,312.4493079,-24.3035060,523.06700000,13.3102000
"TIC 178879588","HATS-63 b","HATS-63",3.05665270000,2.4480000,1.25175204,2457659.93755000,13.52926300,1.070000,67.4185820,-28.1972149,623.23200000,13.2554000
"TIC 98545929","HATS-70 b","HATS-70",1.88823780000,3.6240000,0.43583261,2456911.87486000,15.51325600,1.881000,109.1045212,-31.2443947,1458.83000000,12.4539000
"TIC 169504920","HATS-65 b","HATS-65",3.10516100000,2.8848000,1.30361538,2457520.96130000,16.82470900,1.310000,292.9397825,-26.7402021,493.32000000,11.9801000
"TIC 52689469","HATS-66 b","HATS-66",3.14143910000,4.5432000,0.54330349,2457603.05140000,15.81589900,1.841000,101.3948048,-33.8816918,1477.98000000,13.6373000
"TIC 272212970","HATS-67 b","HATS-67",1.60917880000,1.9464000,1.34500000,2457796.88127000,18.88716500,1.441000,180.2087883,-46.1364201,960.10900000,13.1740000
"TIC 322307342","HATS-68 b","HATS-68",3.58622020000,3.4200000,0.57293247,2457410.40860000,13.80948800,1.748000,15.0060770,-58.9047242,603.95500000,11.7806000
"TIC 116156517","WASP-190 b","WASP-190",5.36775300000,4.4640000,0.62000000,2457799.12560000,12.89035000,1.600000,7.7095292,-40.5734613,542.25100000,11.3151000
"TIC 268403451","XO-7 b","XO-7",2.86414240000,2.7720000,0.90900000,2457917.47503000,15.38995700,1.480000,277.4780753,85.2333208,234.14900000,10.0521000
"TIC 114299824","HATS-55 b","HATS-55",4.20420010000,2.7837600,1.20800000,2457413.13042000,14.02245900,1.126000,114.2833819,-32.7554188,609.83800000,12.9264000
"TIC 21113347","HATS-58 A b","HATS-58 A",4.21808960000,3.1800000,0.78820701,2457463.29990000,12.27385500,1.433000,186.7873036,-48.9784105,403.59100000,11.4007000
"TIC 386259537","WASP-169 b","WASP-169",5.61141180000,6.0528000,0.44600000,2457697.01760000,14.61653600,2.011000,127.3872297,-12.9447683,627.06600000,11.3299000
"TIC 164525250","Kepler-1998 b","Kepler-1998",3.03267135000,1.7740000,0.00424000,2454967.06680000,0.60000000,0.921000,283.4291536,47.5923973,340.96500000,12.1297000
"TIC 273043474","Kepler-1994 b","Kepler-1994",4.61225043000,2.6950000,0.00291000,2454966.86134000,0.51000000,0.961000,297.1487941,46.2969247,241.99100000,11.3139000
"TIC 448589187","WASP-175 b","WASP-175",3.06529070000,2.6760000,1.06400000,2457143.78886000,13.54047200,1.204000,166.3187996,-34.1227453,539.36000000,12.3077000
"TIC 432254760","EPIC 249893012 b","EPIC 249893012",3.59510000000,4.3300000,,2457994.39600000,1.95000000,1.710000,228.2482353,-16.7246474,321.29600000,10.8872000
"TIC 178367144","WASP-180 A b","WASP-180 A",3.40926400000,3.1176000,1.23000000,2457763.31500000,13.89916000,1.190000,123.3922465,-1.9827874,253.98500000,10.5572000
"TIC 374530847","WASP-2 b","WASP-2",2.15217500000,1.7882400,1.64600000,2458339.00342000,12.11692900,0.866000,307.7255587,6.4293305,153.24200000,10.9984000
"TIC 12862099","WASP-44 b","WASP-44",2.42380400000,2.2368000,1.56000000,2458338.10238400,12.32990000,0.906000,3.9032733,-11.9382645,364.51200000,12.3993000
"TIC 120610833","WASP-45 b","WASP-45",3.12608900000,1.6824000,1.29000000,2458339.14303900,10.60371400,0.855000,5.2377567,-35.9984650,211.19600000,11.5005000
"TIC 137217372","Kepler-416 d","Kepler-416",3.07644709000,2.6326000,0.02167000,2455186.76430000,1.61000000,1.022000,291.5569554,39.2272923,690.81900000,13.5440000
"TIC 158297421","HATS-47 b","HATS-47",3.92280380000,2.0023200,3.15109005,2457365.35804000,12.52045300,0.656400,287.4844021,-49.6649424,300.67000000,13.6699000
"TIC 112099249","WASP-184 b","WASP-184",5.18170000000,4.7760000,0.69000000,2457630.00800000,14.90797000,1.650000,209.5170100,-30.3481530,663.23100000,12.1577000
"TIC 46020827","WASP-185 b","WASP-185",9.38755000000,4.6080000,0.73000000,2456935.98200000,14.01125000,1.500000,214.0595791,-19.5423062,279.35000000,10.4725000
"TIC 273499989","Kepler-865 c","Kepler-865",6.20920207000,2.6370000,0.01019000,2454969.87938000,0.89000000,0.885000,297.7242257,43.5272796,586.13700000,13.9449000
"TIC 271893367","TOI-150.01","TOI-150",5.85748700000,5.1200000,0.64897302,2458326.27730000,14.06729500,1.526000,112.9654210,-73.6060358,336.26700000,10.9031000
"TIC 169078948","Kepler-1983 b","Kepler-1983",7.32851947000,1.2110000,0.02778000,2454965.12857000,2.33000000,0.874000,297.0420150,39.9121864,424.42800000,13.6964000
"TIC 102068384","NGTS-8 b","NGTS-8",2.49970000000,2.6100000,1.30270636,2457500.17830000,12.21781000,0.980000,328.9759206,-14.0684399,428.97600000,12.9376000
"TIC 437695245","EPIC 205950854 c","K2-168",8.05072200000,3.7200000,0.03030000,2456973.76480000,1.31000000,0.830000,333.1100738,-16.3418863,243.93500000,11.6244000
"TIC 269119490","Kepler-1990 c","Kepler-1990",4.06844957000,2.8349000,0.00798000,2454965.27614000,0.98000000,1.071000,299.7047433,44.4357068,392.73900000,12.1207000
"TIC 443616612","K2-43 c","K2-43",2.19888400000,1.4400000,0.16300000,2456810.40590000,2.42000000,0.542000,169.1170280,-3.9754405,182.53600000,13.7701000
"TIC 403224672","HD 213885 b","HD 213885",1.00803500000,1.4100000,0.02000000,2458379.97043000,1.74500000,1.101100,338.9837166,-59.8648290,48.08830000,7.3840000
"TIC 121215807","Kepler-1982 b","Kepler-1982",3.82315697000,2.3880000,0.00472000,2454966.06936000,0.77000000,1.122000,287.4099905,39.6586267,558.85500000,12.2536000
"TIC 25155310","WASP-126 b","WASP-126",3.28883000000,3.4367717,0.70057248,2458827.41621500,10.51358773,1.270000,63.3747060,-69.2265926,216.52600000,10.6103000
"TIC 379929661","HAT-P-69 b","HAT-P-69",4.78694910000,5.1264000,0.76270000,2458495.78861000,18.78628400,1.926000,130.5056385,3.7105662,341.26300000,9.6129000
"TIC 261867566","TOI-905 b","TOI-905",3.73949400000,2.0280000,1.71800000,2458643.30898000,13.12573900,0.918000,227.6586754,-71.3616316,158.64900000,10.5721000
"TIC 1003831","TOI-564 b","TOI-564",1.65114400000,1.0272000,0.92000000,2458549.57554000,11.43318000,1.088000,130.2951535,-16.0363275,199.58100000,10.6701000
"TIC 260647166","HD 108236 b","HD 108236",3.79596300000,2.3840000,0.02850000,2458773.29640000,1.61500000,0.877000,186.5740627,-51.3630519,64.59780000,8.6522000
"TIC 321668398","WASP-150 b","WASP-150",5.64420700000,3.1176000,0.44000000,2457217.26140000,11.99363000,1.651000,264.2630197,53.0212751,527.99500000,11.5429000
"TIC 454069765","NGTS-13 b","NGTS-13",4.11902700000,5.2224000,0.43000000,2458572.82470000,12.80067800,1.788000,176.2402326,-38.1397158,647.59500000,12.1137000
"TIC 63005636","Kepler-1686 b","Kepler-1686",9.30987000000,3.4550000,0.01145000,2454969.39785000,1.42553017,1.199510,291.6067189,42.0359783,729.82300000,13.3116000
"TIC 197643976","NGTS-14 A b","NGTS-14 A",3.53571730000,2.2400000,0.31160000,2457502.55450000,4.97679600,0.842000,328.5174799,-38.3774193,322.14800000,12.5638000
"TIC 137218786","Kepler-1689 b","Kepler-1689",8.48300000000,2.4850000,0.00691000,2454965.96840000,0.94678642,0.996208,291.5741663,38.6559433,294.12200000,11.6780000
"TIC 73228647","HD 110113 c","HD 110113",6.74400000000,1.3710857,0.04505421,2458576.15925100,2.11384817,0.968000,190.0365636,-44.3120777,106.30700000,9.4628000
"TIC 158324044","Kepler-1692 b","Kepler-1692",5.95966000000,2.8960000,0.01288000,2454968.00690000,1.11177184,0.866139,286.9241804,47.0537092,591.01900000,13.9464000
"TIC 380546118","EPIC 201757695.02","EPIC 201757695",2.04780000000,,,2456811.63700000,0.90819000,0.655000,173.9385102,4.6164303,577.60000000,13.7970000
"TIC 44792534","TOI-954 b","TOI-954",3.68497290000,5.0900000,0.20700000,2458411.90651000,9.55006800,1.892000,61.9410587,-25.2088028,238.76800000,9.7791900
"TIC 281541545","HATS-49 b","HATS-49",4.14804670000,2.3460000,1.28869880,2457105.16480000,8.57488500,0.697700,6.6135927,-56.3442798,324.41300000,13.7813000
"TIC 201248411","HIP 65 A b","HIP 65 A",0.98097340000,0.7857600,8.20000000,2458326.10418000,22.75427000,0.724200,0.1856063,-54.8308228,61.78560000,9.9005000
"TIC 140691463","TOI-157 b","TOI-157",2.08454350000,2.1458400,1.28300000,2458326.54771000,14.41477400,1.167000,73.7014398,-76.6806061,355.68300000,12.0166000
"TIC 183120439","TOI-169 b","TOI-169",2.25544770000,1.7064000,0.75000000,2458327.44174000,12.17297400,1.288000,16.7786879,-75.1989452,407.84000000,11.7880000
"TIC 6036597","HATS-37 A b","HATS-37 A",4.33153660000,2.9136000,,2458006.80145000,6.79265400,0.877000,199.8018300,-22.9868431,211.89600000,11.3876000
"TIC 305048087","TOI-237 b","TOI-237",5.43609800000,1.2130000,0.38000000,2458697.71979970,1.44000000,0.211000,353.2435381,-29.4164870,38.07490000,13.4102000
"TIC 411608801","WASP-186 b","WASP-186",5.02679900000,2.7040000,0.61000000,2456237.11950000,12.44199000,1.470000,18.9953122,21.6169065,278.51400000,10.3002000
"TIC 159642390","Kepler-783 c","Kepler-783",7.05395000000,1.7244000,0.05211000,2454969.35725300,2.33153725,0.872088,291.0628615,47.4847890,516.09000000,13.4322000
"TIC 224225541","TOI-251 b","TOI-251",4.93777000000,2.2320000,0.08448199,2458357.30548000,2.74000000,0.881000,353.0620655,-37.2558629,99.52300000,9.3258000
"TIC 63189173","HAT-P-68 b","HAT-P-68",2.29840551000,2.0868000,3.08320537,2456614.20355000,12.01604800,0.670100,118.4831501,23.9382192,202.15200000,12.8033000
"TIC 203289099","K2-344 b","K2-344",3.35585000000,1.7600000,0.11010000,2458095.74773100,1.59000000,0.490000,136.3614923,21.6685886,75.16910000,11.7538000
"TIC 266030192","K2-282 b","K2-282",4.16978300000,2.7312000,0.09350000,2457457.54493000,2.50000000,1.000000,13.4321524,7.9952914,496.28900000,13.2667000
"TIC 176868262","K2-156 b","K2-156",0.81314300000,1.3000000,0.02900000,2457641.67248000,1.10000000,0.620000,182.6996730,-6.2943552,150.21000000,12.2048000
"TIC 9443323","HAT-P-58 b","HAT-P-58",4.01383790000,4.1500000,0.85614395,2457369.03094000,14.93036229,1.530000,68.8465093,56.8682691,515.59000000,12.1957000
"TIC 229400092","HAT-P-59 b","HAT-P-59",4.14197710000,2.3390000,1.01309412,2458618.54088000,12.58768533,1.103800,292.4588212,62.5291892,265.47100000,11.2086000
"TIC 444037742","K2-268 d","K2-268",4.52859800000,2.5700000,0.05310000,2457143.97465400,1.49000000,0.780000,133.7094899,11.8482712,327.78300000,12.9860000
"TIC 220479565","TOI-269 b","TOI-269",3.69771040000,0.9308263,0.47556707,2458381.84668000,2.77000000,0.398000,75.8462827,-54.1777213,57.02250000,12.2958000
"TIC 332024125","K2-187 b","K2-187",0.77401000000,1.5792000,0.02370000,2457184.43637000,1.20000000,0.830000,132.5235618,23.1924709,330.91600000,12.3562000
